@RELATION segments

@ATTRIBUTE seg-0 REAL
@ATTRIBUTE seg-1 REAL
@ATTRIBUTE seg-2 REAL
@ATTRIBUTE seg-3 REAL
@ATTRIBUTE seg-4 REAL
@ATTRIBUTE class {AFIB,B-VT-VF-VFL-ASYS,BI,HGEA-N-NOD-PM-SBR-VER,SVTA}

@DATA
137,131,132,136,133,HGEA-N-NOD-PM-SBR-VER
137,133,136,133,132,HGEA-N-NOD-PM-SBR-VER
132,134,137,137,136,HGEA-N-NOD-PM-SBR-VER
133,138,135,134,136,HGEA-N-NOD-PM-SBR-VER
134,139,134,136,134,HGEA-N-NOD-PM-SBR-VER
136,138,133,135,130,HGEA-N-NOD-PM-SBR-VER
134,135,134,137,134,HGEA-N-NOD-PM-SBR-VER
135,129,133,133,135,HGEA-N-NOD-PM-SBR-VER
139,138,136,134,131,HGEA-N-NOD-PM-SBR-VER
134,135,133,135,138,HGEA-N-NOD-PM-SBR-VER
135,136,132,133,135,HGEA-N-NOD-PM-SBR-VER
138,135,135,133,133,HGEA-N-NOD-PM-SBR-VER
137,132,136,137,133,HGEA-N-NOD-PM-SBR-VER
137,134,137,90,184,HGEA-N-NOD-PM-SBR-VER
137,133,132,133,140,HGEA-N-NOD-PM-SBR-VER
133,86,183,137,136,HGEA-N-NOD-PM-SBR-VER
134,132,137,138,88,HGEA-N-NOD-PM-SBR-VER
184,135,134,137,135,HGEA-N-NOD-PM-SBR-VER
112,162,139,137,135,HGEA-N-NOD-PM-SBR-VER
133,82,187,139,134,HGEA-N-NOD-PM-SBR-VER
134,133,139,132,92,HGEA-N-NOD-PM-SBR-VER
177,139,138,134,136,HGEA-N-NOD-PM-SBR-VER
137,90,181,139,132,HGEA-N-NOD-PM-SBR-VER
135,135,80,185,141,HGEA-N-NOD-PM-SBR-VER
133,133,135,106,161,HGEA-N-NOD-PM-SBR-VER
139,134,137,132,85,HGEA-N-NOD-PM-SBR-VER
186,138,136,135,138,HGEA-N-NOD-PM-SBR-VER
134,134,90,174,140,HGEA-N-NOD-PM-SBR-VER
133,136,84,183,137,HGEA-N-NOD-PM-SBR-VER
132,135,135,137,134,HGEA-N-NOD-PM-SBR-VER
134,134,109,163,139,HGEA-N-NOD-PM-SBR-VER
133,135,134,98,169,HGEA-N-NOD-PM-SBR-VER
134,135,135,84,180,HGEA-N-NOD-PM-SBR-VER
136,135,136,134,136,HGEA-N-NOD-PM-SBR-VER
135,87,177,138,135,HGEA-N-NOD-PM-SBR-VER
138,89,178,137,133,HGEA-N-NOD-PM-SBR-VER
134,93,180,137,134,HGEA-N-NOD-PM-SBR-VER
132,91,177,136,134,HGEA-N-NOD-PM-SBR-VER
134,132,80,184,137,HGEA-N-NOD-PM-SBR-VER
134,136,89,180,137,HGEA-N-NOD-PM-SBR-VER
133,138,83,102,79,HGEA-N-NOD-PM-SBR-VER
145,134,136,133,135,HGEA-N-NOD-PM-SBR-VER
135,137,132,133,133,HGEA-N-NOD-PM-SBR-VER
132,136,135,87,182,HGEA-N-NOD-PM-SBR-VER
137,137,133,134,113,HGEA-N-NOD-PM-SBR-VER
162,135,134,132,132,HGEA-N-NOD-PM-SBR-VER
87,175,140,136,135,HGEA-N-NOD-PM-SBR-VER
134,98,41,124,136,HGEA-N-NOD-PM-SBR-VER
135,134,91,178,137,HGEA-N-NOD-PM-SBR-VER
139,132,136,136,135,HGEA-N-NOD-PM-SBR-VER
88,178,137,135,135,HGEA-N-NOD-PM-SBR-VER
133,113,151,134,136,HGEA-N-NOD-PM-SBR-VER
134,135,85,185,136,HGEA-N-NOD-PM-SBR-VER
88,175,140,139,135,HGEA-N-NOD-PM-SBR-VER
136,80,183,137,130,HGEA-N-NOD-PM-SBR-VER
109,160,139,86,179,HGEA-N-NOD-PM-SBR-VER
138,136,137,82,182,HGEA-N-NOD-PM-SBR-VER
138,135,109,162,137,HGEA-N-NOD-PM-SBR-VER
79,186,137,135,135,HGEA-N-NOD-PM-SBR-VER
134,137,137,85,177,HGEA-N-NOD-PM-SBR-VER
135,83,183,139,136,HGEA-N-NOD-PM-SBR-VER
135,84,177,134,136,HGEA-N-NOD-PM-SBR-VER
138,136,136,134,89,HGEA-N-NOD-PM-SBR-VER
174,137,132,136,137,HGEA-N-NOD-PM-SBR-VER
134,82,184,135,83,HGEA-N-NOD-PM-SBR-VER
183,134,136,131,86,HGEA-N-NOD-PM-SBR-VER
180,135,135,79,80,HGEA-N-NOD-PM-SBR-VER
141,70,170,134,81,HGEA-N-NOD-PM-SBR-VER
132,61,74,49,143,HGEA-N-NOD-PM-SBR-VER
76,74,148,140,70,B-VT-VF-VFL-ASYS
140,70,70,70,60,B-VT-VF-VFL-ASYS
60,140,130,130,140,HGEA-N-NOD-PM-SBR-VER
100,160,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,90,180,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,90,180,140,HGEA-N-NOD-PM-SBR-VER
130,110,150,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,90,180,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,80,80,HGEA-N-NOD-PM-SBR-VER
110,140,130,130,90,HGEA-N-NOD-PM-SBR-VER
180,130,140,130,90,HGEA-N-NOD-PM-SBR-VER
180,90,170,140,80,HGEA-N-NOD-PM-SBR-VER
190,80,180,140,80,HGEA-N-NOD-PM-SBR-VER
180,140,130,140,80,HGEA-N-NOD-PM-SBR-VER
180,130,140,100,170,HGEA-N-NOD-PM-SBR-VER
130,80,80,100,100,HGEA-N-NOD-PM-SBR-VER
170,140,80,190,130,HGEA-N-NOD-PM-SBR-VER
130,100,170,140,80,HGEA-N-NOD-PM-SBR-VER
180,100,170,130,80,HGEA-N-NOD-PM-SBR-VER
190,100,170,130,80,HGEA-N-NOD-PM-SBR-VER
190,90,180,140,80,HGEA-N-NOD-PM-SBR-VER
180,130,130,120,150,HGEA-N-NOD-PM-SBR-VER
140,80,180,140,130,HGEA-N-NOD-PM-SBR-VER
130,90,180,140,130,HGEA-N-NOD-PM-SBR-VER
100,170,130,90,180,HGEA-N-NOD-PM-SBR-VER
140,130,120,150,130,HGEA-N-NOD-PM-SBR-VER
80,190,130,130,140,HGEA-N-NOD-PM-SBR-VER
80,180,140,130,110,HGEA-N-NOD-PM-SBR-VER
160,140,80,180,140,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,80,180,140,80,HGEA-N-NOD-PM-SBR-VER
180,140,80,180,140,HGEA-N-NOD-PM-SBR-VER
140,120,150,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,130,130,90,HGEA-N-NOD-PM-SBR-VER
170,140,130,110,160,HGEA-N-NOD-PM-SBR-VER
130,90,170,140,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,110,HGEA-N-NOD-PM-SBR-VER
160,130,80,180,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,100,170,130,80,HGEA-N-NOD-PM-SBR-VER
190,130,90,180,130,HGEA-N-NOD-PM-SBR-VER
140,120,150,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,140,120,140,HGEA-N-NOD-PM-SBR-VER
130,80,190,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,110,HGEA-N-NOD-PM-SBR-VER
160,130,90,180,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
80,70,80,70,70,B-VT-VF-VFL-ASYS
70,80,80,70,80,B-VT-VF-VFL-ASYS
130,130,140,130,110,HGEA-N-NOD-PM-SBR-VER
150,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
100,160,140,80,120,HGEA-N-NOD-PM-SBR-VER
60,80,180,140,80,HGEA-N-NOD-PM-SBR-VER
180,140,200,190,140,HGEA-N-NOD-PM-SBR-VER
80,120,200,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,130,130,90,HGEA-N-NOD-PM-SBR-VER
180,140,80,180,140,HGEA-N-NOD-PM-SBR-VER
80,180,140,80,180,HGEA-N-NOD-PM-SBR-VER
140,80,70,110,140,HGEA-N-NOD-PM-SBR-VER
130,130,90,180,130,HGEA-N-NOD-PM-SBR-VER
90,180,130,90,180,HGEA-N-NOD-PM-SBR-VER
140,80,180,140,80,HGEA-N-NOD-PM-SBR-VER
70,110,140,130,140,HGEA-N-NOD-PM-SBR-VER
80,180,90,180,130,HGEA-N-NOD-PM-SBR-VER
80,180,140,80,80,HGEA-N-NOD-PM-SBR-VER
110,130,140,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,80,180,140,HGEA-N-NOD-PM-SBR-VER
80,180,130,80,190,HGEA-N-NOD-PM-SBR-VER
130,80,190,130,80,HGEA-N-NOD-PM-SBR-VER
190,130,80,180,140,HGEA-N-NOD-PM-SBR-VER
80,80,100,140,130,HGEA-N-NOD-PM-SBR-VER
130,80,80,110,80,HGEA-N-NOD-PM-SBR-VER
190,130,90,180,130,HGEA-N-NOD-PM-SBR-VER
90,80,80,70,110,B-VT-VF-VFL-ASYS
80,90,70,80,60,B-VT-VF-VFL-ASYS
140,130,110,160,90,HGEA-N-NOD-PM-SBR-VER
80,90,100,170,130,HGEA-N-NOD-PM-SBR-VER
80,190,130,80,80,HGEA-N-NOD-PM-SBR-VER
110,130,130,140,90,HGEA-N-NOD-PM-SBR-VER
150,80,90,80,170,B-VT-VF-VFL-ASYS
130,80,80,60,80,B-VT-VF-VFL-ASYS
90,170,130,90,80,HGEA-N-NOD-PM-SBR-VER
40,190,140,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,80,70,110,HGEA-N-NOD-PM-SBR-VER
130,140,130,80,180,HGEA-N-NOD-PM-SBR-VER
140,90,170,140,80,HGEA-N-NOD-PM-SBR-VER
180,130,80,190,130,HGEA-N-NOD-PM-SBR-VER
80,160,160,130,80,HGEA-N-NOD-PM-SBR-VER
80,80,160,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,120,150,140,HGEA-N-NOD-PM-SBR-VER
80,180,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,80,180,HGEA-N-NOD-PM-SBR-VER
140,80,180,140,70,HGEA-N-NOD-PM-SBR-VER
130,130,140,90,180,HGEA-N-NOD-PM-SBR-VER
130,80,180,130,90,HGEA-N-NOD-PM-SBR-VER
180,140,80,180,140,HGEA-N-NOD-PM-SBR-VER
80,70,110,140,130,HGEA-N-NOD-PM-SBR-VER
80,70,80,70,80,B-VT-VF-VFL-ASYS
70,70,90,40,80,B-VT-VF-VFL-ASYS
140,120,140,130,90,HGEA-N-NOD-PM-SBR-VER
170,130,140,100,160,HGEA-N-NOD-PM-SBR-VER
130,80,180,130,140,HGEA-N-NOD-PM-SBR-VER
120,100,70,90,140,HGEA-N-NOD-PM-SBR-VER
90,170,130,150,80,HGEA-N-NOD-PM-SBR-VER
40,130,140,80,180,HGEA-N-NOD-PM-SBR-VER
130,130,110,160,130,HGEA-N-NOD-PM-SBR-VER
80,180,130,130,140,HGEA-N-NOD-PM-SBR-VER
90,170,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,140,90,170,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,80,190,HGEA-N-NOD-PM-SBR-VER
130,140,130,80,80,HGEA-N-NOD-PM-SBR-VER
80,160,140,80,170,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
80,70,80,70,80,B-VT-VF-VFL-ASYS
60,70,70,70,70,B-VT-VF-VFL-ASYS
70,90,90,70,70,B-VT-VF-VFL-ASYS
120,130,30,70,50,B-VT-VF-VFL-ASYS
110,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
80,50,140,130,80,HGEA-N-NOD-PM-SBR-VER
150,160,130,90,180,HGEA-N-NOD-PM-SBR-VER
130,140,120,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,90,HGEA-N-NOD-PM-SBR-VER
170,140,80,180,130,HGEA-N-NOD-PM-SBR-VER
70,170,130,80,70,HGEA-N-NOD-PM-SBR-VER
80,70,90,80,40,HGEA-N-NOD-PM-SBR-VER
150,130,80,80,100,HGEA-N-NOD-PM-SBR-VER
90,180,130,80,180,HGEA-N-NOD-PM-SBR-VER
140,70,190,90,170,HGEA-N-NOD-PM-SBR-VER
130,80,180,130,80,HGEA-N-NOD-PM-SBR-VER
80,110,90,170,140,HGEA-N-NOD-PM-SBR-VER
70,190,130,80,70,HGEA-N-NOD-PM-SBR-VER
110,140,130,100,170,HGEA-N-NOD-PM-SBR-VER
120,80,70,110,100,HGEA-N-NOD-PM-SBR-VER
170,130,80,180,140,HGEA-N-NOD-PM-SBR-VER
80,180,130,80,70,HGEA-N-NOD-PM-SBR-VER
120,130,130,140,80,HGEA-N-NOD-PM-SBR-VER
180,140,80,180,140,HGEA-N-NOD-PM-SBR-VER
140,110,140,130,130,HGEA-N-NOD-PM-SBR-VER
80,180,130,90,180,HGEA-N-NOD-PM-SBR-VER
130,80,180,130,90,HGEA-N-NOD-PM-SBR-VER
70,70,170,140,80,HGEA-N-NOD-PM-SBR-VER
180,130,80,180,140,HGEA-N-NOD-PM-SBR-VER
80,80,100,140,130,HGEA-N-NOD-PM-SBR-VER
100,160,130,80,80,HGEA-N-NOD-PM-SBR-VER
100,140,130,100,170,HGEA-N-NOD-PM-SBR-VER
130,80,70,120,130,HGEA-N-NOD-PM-SBR-VER
80,180,130,140,130,HGEA-N-NOD-PM-SBR-VER
70,110,80,70,70,B-VT-VF-VFL-ASYS
100,80,130,130,130,B-VT-VF-VFL-ASYS
130,80,70,80,90,B-VT-VF-VFL-ASYS
90,70,70,110,80,B-VT-VF-VFL-ASYS
90,80,70,100,80,B-VT-VF-VFL-ASYS
70,70,50,120,140,B-VT-VF-VFL-ASYS
80,80,70,90,80,B-VT-VF-VFL-ASYS
130,130,130,130,90,B-VT-VF-VFL-ASYS
70,80,70,70,150,B-VT-VF-VFL-ASYS
30,100,80,70,70,B-VT-VF-VFL-ASYS
70,90,80,70,70,B-VT-VF-VFL-ASYS
80,70,60,120,60,B-VT-VF-VFL-ASYS
80,70,70,70,70,B-VT-VF-VFL-ASYS
80,80,70,70,70,B-VT-VF-VFL-ASYS
100,80,180,140,120,HGEA-N-NOD-PM-SBR-VER
80,180,140,80,180,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,80,HGEA-N-NOD-PM-SBR-VER
180,130,80,180,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,90,170,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,90,180,130,140,HGEA-N-NOD-PM-SBR-VER
120,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,80,80,HGEA-N-NOD-PM-SBR-VER
100,140,70,80,110,HGEA-N-NOD-PM-SBR-VER
80,180,130,80,190,HGEA-N-NOD-PM-SBR-VER
130,80,180,130,130,HGEA-N-NOD-PM-SBR-VER
130,80,180,140,90,HGEA-N-NOD-PM-SBR-VER
170,130,130,100,160,HGEA-N-NOD-PM-SBR-VER
140,80,180,80,180,HGEA-N-NOD-PM-SBR-VER
130,80,180,130,80,HGEA-N-NOD-PM-SBR-VER
70,110,140,130,130,HGEA-N-NOD-PM-SBR-VER
80,180,130,130,110,HGEA-N-NOD-PM-SBR-VER
150,130,80,70,110,HGEA-N-NOD-PM-SBR-VER
90,170,130,80,180,HGEA-N-NOD-PM-SBR-VER
140,80,70,110,140,HGEA-N-NOD-PM-SBR-VER
120,140,80,180,130,HGEA-N-NOD-PM-SBR-VER
140,90,160,140,80,HGEA-N-NOD-PM-SBR-VER
70,110,90,170,140,HGEA-N-NOD-PM-SBR-VER
70,180,130,80,70,HGEA-N-NOD-PM-SBR-VER
110,140,130,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,130,100,160,HGEA-N-NOD-PM-SBR-VER
130,80,70,110,90,HGEA-N-NOD-PM-SBR-VER
180,130,80,70,110,HGEA-N-NOD-PM-SBR-VER
90,170,140,80,180,HGEA-N-NOD-PM-SBR-VER
90,170,130,80,180,HGEA-N-NOD-PM-SBR-VER
80,80,70,70,100,B-VT-VF-VFL-ASYS
150,70,140,70,70,B-VT-VF-VFL-ASYS
80,70,70,80,80,B-VT-VF-VFL-ASYS
80,70,70,100,40,B-VT-VF-VFL-ASYS
70,80,70,70,80,B-VT-VF-VFL-ASYS
70,140,120,140,120,B-VT-VF-VFL-ASYS
100,170,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,90,170,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,120,90,HGEA-N-NOD-PM-SBR-VER
170,140,80,190,70,HGEA-N-NOD-PM-SBR-VER
180,100,160,140,80,HGEA-N-NOD-PM-SBR-VER
70,110,130,130,100,HGEA-N-NOD-PM-SBR-VER
80,70,70,70,60,B-VT-VF-VFL-ASYS
60,90,70,70,70,B-VT-VF-VFL-ASYS
70,60,60,70,90,B-VT-VF-VFL-ASYS
40,100,40,90,40,B-VT-VF-VFL-ASYS
70,70,80,70,140,B-VT-VF-VFL-ASYS
140,70,60,70,70,B-VT-VF-VFL-ASYS
140,60,80,50,50,B-VT-VF-VFL-ASYS
80,80,70,70,70,B-VT-VF-VFL-ASYS
180,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
80,180,130,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,100,160,130,HGEA-N-NOD-PM-SBR-VER
90,150,80,80,80,B-VT-VF-VFL-ASYS
70,80,70,80,80,B-VT-VF-VFL-ASYS
70,70,90,90,70,B-VT-VF-VFL-ASYS
70,80,80,110,80,B-VT-VF-VFL-ASYS
140,130,130,130,80,HGEA-N-NOD-PM-SBR-VER
180,130,140,80,170,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,80,HGEA-N-NOD-PM-SBR-VER
180,130,130,80,170,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,80,HGEA-N-NOD-PM-SBR-VER
180,140,80,170,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,80,180,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
140,80,180,130,130,HGEA-N-NOD-PM-SBR-VER
100,160,130,90,180,HGEA-N-NOD-PM-SBR-VER
70,90,80,70,70,B-VT-VF-VFL-ASYS
120,80,80,80,80,B-VT-VF-VFL-ASYS
130,140,80,170,140,HGEA-N-NOD-PM-SBR-VER
130,140,130,80,180,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,90,170,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,80,180,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,90,HGEA-N-NOD-PM-SBR-VER
180,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,80,180,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,80,HGEA-N-NOD-PM-SBR-VER
180,130,90,180,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
120,90,180,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,90,170,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
140,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,130,140,130,130,HGEA-N-NOD-PM-SBR-VER
90,80,70,80,90,B-VT-VF-VFL-ASYS
80,80,80,70,80,B-VT-VF-VFL-ASYS
80,140,70,110,80,B-VT-VF-VFL-ASYS
80,70,100,90,70,B-VT-VF-VFL-ASYS
80,70,80,80,70,B-VT-VF-VFL-ASYS
80,90,70,80,80,B-VT-VF-VFL-ASYS
80,80,80,70,80,B-VT-VF-VFL-ASYS
90,80,120,90,80,B-VT-VF-VFL-ASYS
120,120,130,90,170,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,90,HGEA-N-NOD-PM-SBR-VER
170,130,130,130,140,HGEA-N-NOD-PM-SBR-VER
80,180,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,90,170,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,80,180,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,80,HGEA-N-NOD-PM-SBR-VER
180,130,130,140,90,HGEA-N-NOD-PM-SBR-VER
160,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
80,70,160,80,80,B-VT-VF-VFL-ASYS
70,70,110,150,80,B-VT-VF-VFL-ASYS
100,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
80,180,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,90,170,140,140,HGEA-N-NOD-PM-SBR-VER
130,100,80,70,140,HGEA-N-NOD-PM-SBR-VER
130,130,90,180,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,80,180,HGEA-N-NOD-PM-SBR-VER
140,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,80,180,140,130,HGEA-N-NOD-PM-SBR-VER
150,80,180,130,140,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,90,HGEA-N-NOD-PM-SBR-VER
170,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
130,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,130,130,HGEA-N-NOD-PM-SBR-VER
160,120,110,140,80,HGEA-N-NOD-PM-SBR-VER
80,50,180,140,80,HGEA-N-NOD-PM-SBR-VER
190,130,130,140,130,HGEA-N-NOD-PM-SBR-VER
90,170,140,130,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
170,130,130,130,130,HGEA-N-NOD-PM-SBR-VER
130,140,130,140,130,HGEA-N-NOD-PM-SBR-VER
